model,n_true,n_baseline,prevalence,average_precision,true_effect_size,baseline_effect_size,gap,separation_auc,separation_p
lexeme_icf_spacing8_psalm,2392,331,0.8784428938670584,0.8785342845352547,1.3099383926061396,1.3099383926061396,0.0,0.5027218118804878,0.4298568850873766
homograph_tf_icf_psalm,2392,331,0.8784428938670584,0.8783951562552351,7.9442094707129876,7.9442094707129876,0.0,0.4966757267427174,0.5874953075167754
homograph_icf_position_mean_psalm,2392,331,0.8784428938670584,0.8781788128780871,9.261408526403285,9.261408526403285,0.0,0.4930855874061575,0.6698289344512056
lexeme_icf_position8_psalm,2392,331,0.8784428938670584,0.8780018685126341,9.286242484595803,9.286242484595803,0.0,0.5008727480322122,0.4767969573252261
word_cantillation_icf_spacing2_psalm,2392,331,0.8784428938670584,0.8775365715240098,0.7289109873169282,0.7289109873169282,0.0,0.4927452030433772,0.6806224183365731
homograph_icf_position2_psalm,2392,331,0.8784428938670584,0.8772118595749148,6.649222546314312,6.649222546314312,0.0,0.4889163525952571,0.7583974730832574
word_consonantal_icf_position8_psalm,2392,331,0.8784428938670584,0.8769767107908737,9.768141071817539,9.768141071817539,0.0,0.4856369166102517,0.829406650458721
word_vocalized_count_psalm,2392,331,0.8784428938670584,0.876837318995916,4.6605042118591316,4.6605042118591316,0.0,0.48803981549778214,0.774950229348055
lexeme_icf_psalm,2392,331,0.8784428938670584,0.8764700947183575,9.034818457039481,9.034818457039481,0.0,0.4906441663551213,0.7265287243714807
word_cantillation_icf_position4_psalm,2392,331,0.8784428938670584,0.8764527559484675,10.107205975538763,10.107205975538763,0.0,0.4797297638654528,0.9013478230677681
word_cantillation_icf_position8_psalm,2392,331,0.8784428938670584,0.8761782331842013,10.254042838174332,10.254042838174332,0.0,0.49176320362941933,0.7007449980550065
word_vocalized_icf_psalm,2392,331,0.8784428938670584,0.8758607569834305,10.024127081852194,10.024127081852194,0.0,0.4894670300801261,0.7654740682828165
word_cantillation_tf_icf_psalm,2392,331,0.8784428938670584,0.8757925998721362,10.00292036306714,10.00292036306714,0.0,0.49040103466742113,0.7356036277051078
word_consonantal_count_psalm,2392,331,0.8784428938670584,0.875748187457241,2.8648216964908366,2.8648216964908366,0.0,0.4853281077913286,0.8309908232183982
lexeme_log_count_psalm,2392,331,0.8784428938670584,0.8756432988231917,6.787886469452926,6.787886469452926,0.0,0.4895162879285433,0.7486131301688157
word_consonantal_tf_icf_psalm,2392,331,0.8784428938670584,0.8756052970387576,9.39281698438999,9.39281698438999,0.0,0.48622737928038073,0.825680686265154
